index,English Word,Valence,Arousal,Dominance,Turkish Word,Joy,Anger,Sadness,Fear,Disgust
16320,snippet,0.612,0.41,0.368,snippet,2.23,1.32,1.29,1.36,1.31
16321,snippy,0.418,0.491,0.481,keskin,1.25,2.36,2.17,2.32,2.35
16322,snitch,0.3,0.598,0.333,ispiyonlamak,1.26,2.55,2.41,2.67,2.32
16323,snob,0.296,0.52,0.309,züppe,1.26,2.11,1.54,1.5,2.96
16324,snoop,0.134,0.74,0.434,meraklı,1.2,2.58,2.31,2.63,2.45
16325,snoopy,0.573,0.534,0.291,meraklı,2.68,1.39,1.36,1.45,1.34
16326,snooty,0.39,0.455,0.446,küçümseyen,1.32,2.08,1.67,1.67,2.61
16327,snooze,0.235,0.357,0.282,uyuklama,2.99,1.27,1.29,1.31,1.26
16328,snore,0.245,0.61,0.481,horlama,1.23,2.3,2.29,2.15,2.47
16329,snorkel,0.51,0.47,0.327,şnorkel,2.66,1.3,1.3,1.35,1.28
16330,snort,0.469,0.531,0.413,burnundan solumak,1.63,1.7,1.54,1.68,1.7
16331,snot,0.214,0.34,0.269,sümük,1.26,2.08,1.8,1.72,2.58
16332,snotty,0.18,0.382,0.2,sümüklü,1.19,2.33,2.0,1.99,2.72
16333,snout,0.276,0.385,0.241,burun,1.72,1.41,1.35,1.41,1.44
16334,snow,0.667,0.363,0.309,kar,3.15,1.24,1.28,1.31,1.19
16335,snowball,0.717,0.444,0.321,kartopu,3.39,1.25,1.28,1.34,1.17
16336,snowboard,0.663,0.68,0.511,snowboard,2.09,1.38,1.34,1.42,1.36
16337,snowboarder,0.719,0.754,0.545,kayakçı,2.59,1.36,1.33,1.43,1.3
16338,snowday,0.602,0.5,0.44,karlı gün,2.55,1.35,1.35,1.4,1.31
16339,snowfall,0.675,0.28,0.455,kar yağışı,3.08,1.27,1.3,1.34,1.21
16340,snowflake,0.748,0.192,0.26,kar tanesi,3.49,1.2,1.24,1.27,1.14
16341,snowing,0.586,0.49,0.387,kar yağışı,1.96,1.44,1.4,1.48,1.43
16342,snowmageddon,0.375,0.575,0.472,kar büyücüsü,1.63,1.99,2.0,2.11,1.83
16343,snowman,0.776,0.291,0.323,kardan adam,3.45,1.2,1.24,1.28,1.14
16344,snowplow,0.449,0.48,0.493,Kar küreme,1.73,1.44,1.39,1.45,1.46
16345,snowstorm,0.204,0.833,0.629,kar fırtınası,1.41,2.28,2.29,2.54,1.95
16346,snowy,0.656,0.304,0.357,kar yağışlı,2.89,1.29,1.3,1.36,1.23
16347,snub,0.229,0.412,0.228,çekinmek,1.36,2.09,1.97,1.99,2.18
16348,snubbed,0.265,0.528,0.279,küçümseyen,1.47,1.9,1.81,1.83,1.98
16349,snuff,0.357,0.47,0.377,enfiye,1.37,2.04,1.68,1.7,2.48
16350,snug,0.867,0.173,0.5,rahat,2.03,1.34,1.29,1.36,1.34
16351,snuggle,0.781,0.39,0.35,sarılmak,3.3,1.23,1.25,1.3,1.18
16352,snuggled,0.552,0.439,0.314,sokulmuş,3.4,1.2,1.23,1.27,1.14
16353,snuggles,0.67,0.34,0.287,sokulur,3.32,1.23,1.25,1.3,1.17
16354,snuggling,0.683,0.585,0.373,sokulmak,3.72,1.18,1.23,1.26,1.11
16355,soak,0.48,0.37,0.24,emmek,1.94,1.32,1.27,1.33,1.33
16356,soaked,0.365,0.462,0.358,batırılmış,1.78,1.42,1.37,1.44,1.43
16357,soaking,0.438,0.324,0.375,sırılsıklam,1.91,1.38,1.34,1.4,1.39
16358,soangry,0.327,0.65,0.482,çok kızgın,,,,,
16359,soannoyed,0.271,0.529,0.426,çok rahatsız,,,,,
16360,soap,0.531,0.163,0.311,sabun,2.09,1.33,1.29,1.35,1.33
16361,soapbox,0.5,0.415,0.393,sabun kutusu,1.71,1.43,1.37,1.43,1.46
16362,soapy,0.552,0.373,0.355,sabunlu,1.77,1.41,1.36,1.42,1.43
16363,soar,0.79,0.74,0.718,uçmak,2.41,1.39,1.34,1.47,1.33
16364,soaring,0.708,0.704,0.65,yükselen,2.29,1.6,1.48,1.76,1.44
16365,sob,0.115,0.48,0.212,hıçkırmak,1.38,1.94,1.86,1.76,2.25
16366,sober,0.729,0.216,0.568,ayık,2.57,1.28,1.27,1.31,1.27
16367,soblessed,0.542,0.395,0.287,kutsanmış,,,,,
16368,sobriety,0.68,0.31,0.583,ayıklık,2.93,1.28,1.28,1.32,1.25
16369,soc,0.427,0.431,0.38,sos,1.79,1.38,1.33,1.4,1.39
16370,soccer,0.698,0.837,0.644,futbol,2.8,1.29,1.29,1.36,1.24
16371,sociable,0.854,0.459,0.627,sosyal,2.92,1.29,1.27,1.36,1.23
16372,social,0.806,0.37,0.614,sosyal,2.27,1.43,1.37,1.51,1.37
16373,socialanxiety,0.27,0.588,0.426,Sosyal anksiyete,,,,,
16374,socialism,0.51,0.5,0.56,sosyalizm,1.43,2.18,2.08,2.24,2.07
16375,socialist,0.448,0.4,0.543,sosyalist,1.51,2.03,1.92,2.03,2.0
16376,socialite,0.684,0.668,0.57,sosyetik,1.91,1.55,1.43,1.59,1.51
16377,socialize,0.907,0.683,0.726,sosyalleştirmek,2.74,1.29,1.27,1.34,1.25
16378,society,0.674,0.464,0.782,toplum,2.34,1.34,1.32,1.38,1.32
16379,sociology,0.615,0.439,0.694,sosyoloji,1.8,1.4,1.35,1.41,1.41
16380,sociopath,0.104,0.863,0.439,Sosyopat,1.18,2.71,2.85,2.97,2.34
16381,sock,0.5,0.167,0.29,çorap,1.72,1.43,1.37,1.43,1.46
16382,socket,0.583,0.469,0.377,priz,1.74,1.39,1.33,1.39,1.41
16383,sod,0.427,0.383,0.333,çimen,1.59,1.48,1.43,1.45,1.55
16384,soda,0.688,0.314,0.364,soda,2.44,1.29,1.27,1.32,1.27
16385,soda/pop,0.581,0.41,0.382,soda/pop,2.57,1.38,1.35,1.44,1.33
16386,sodding,0.24,0.5,0.4,çimlenme,1.5,1.8,1.73,1.77,1.83
16387,sodium,0.49,0.34,0.291,sodyum,1.71,1.46,1.39,1.44,1.5
16388,sofa,0.583,0.106,0.263,divan,2.23,1.31,1.28,1.33,1.3
16389,soft,0.76,0.179,0.232,yumuşak,2.56,1.29,1.27,1.33,1.26
16390,softball,0.735,0.63,0.518,beyzbol,2.32,1.33,1.31,1.36,1.32
16391,soften,0.694,0.194,0.392,yumuşatmak,2.61,1.27,1.27,1.31,1.25
16392,softener,0.745,0.3,0.373,yumuşatıcı,1.98,1.34,1.29,1.36,1.34
16393,softening,0.7,0.255,0.361,yumuşatma,2.08,1.41,1.35,1.41,1.42
16394,softly,0.517,0.206,0.304,usulca,2.86,1.25,1.25,1.3,1.21
16395,softness,0.875,0.086,0.402,yumuşaklık,3.34,1.21,1.23,1.27,1.16
16396,software,0.561,0.28,0.57,yazılım,2.91,1.27,1.27,1.33,1.24
16397,soggy,0.312,0.35,0.241,çamur,1.46,1.85,1.88,1.81,1.95
16398,sohappy,0.949,0.673,0.681,çok mutlu,3.75,1.23,1.27,1.33,1.14
16399,soil,0.35,0.18,0.356,toprak,1.78,1.41,1.37,1.42,1.43
16400,soiled,0.106,0.529,0.213,kirli,1.27,2.13,2.0,1.89,2.45
16401,soiree,0.729,0.692,0.578,suare,3.17,1.3,1.3,1.4,1.22
16402,sojourn,0.514,0.243,0.509,misafir etmek,2.1,1.36,1.33,1.39,1.35
16403,solace,0.776,0.294,0.453,teselli,3.16,1.22,1.23,1.27,1.18
16404,solar,0.622,0.452,0.645,güneş,2.85,1.29,1.3,1.37,1.23
16405,solarium,0.602,0.356,0.421,solaryum,2.71,1.3,1.29,1.35,1.27
16406,solder,0.439,0.51,0.611,lehim,1.68,1.48,1.42,1.47,1.53
16407,soldering,0.573,0.536,0.538,lehimleme,1.75,1.45,1.39,1.45,1.47
16408,soldier,0.392,0.708,0.768,asker,1.74,1.83,1.72,1.91,1.72
16409,sole,0.427,0.194,0.279,Tek,1.78,1.35,1.3,1.36,1.37
16410,solemn,0.708,0.37,0.709,ağırbaşlı,1.76,1.48,1.43,1.51,1.47
16411,solicit,0.62,0.49,0.604,istemek,1.61,1.76,1.59,1.77,1.73
16412,solicitation,0.612,0.519,0.415,talep,1.55,1.83,1.66,1.77,1.87
16413,solicitor,0.6,0.479,0.802,avukat,1.47,1.89,1.77,1.81,1.96
16414,solid,0.667,0.304,0.763,sağlam,1.89,1.35,1.3,1.37,1.36
16415,solidarity,0.792,0.407,0.781,dayanışma,2.35,1.36,1.32,1.4,1.33
16416,solidification,0.48,0.5,0.827,katılaşma,1.7,1.63,1.52,1.66,1.6
16417,solidified,0.633,0.415,0.745,katılaşmış,1.99,1.36,1.31,1.38,1.36
16418,solidify,0.583,0.318,0.754,katılaşmak,2.15,1.33,1.29,1.35,1.33
16419,solidity,0.745,0.444,0.85,sağlamlık,2.01,1.35,1.31,1.37,1.35
16420,solitaire,0.365,0.227,0.279,Solitaire,1.87,1.45,1.38,1.48,1.42
16421,solitary,0.224,0.202,0.268,yalnız,1.67,1.54,1.47,1.51,1.58
16422,solitude,0.208,0.226,0.358,yalnızlık,1.84,1.4,1.34,1.41,1.4
16423,solo,0.438,0.19,0.325,solo,2.67,1.31,1.3,1.4,1.24
16424,solubility,0.506,0.36,0.442,çözünürlük,1.72,1.47,1.42,1.47,1.5
16425,soluble,0.542,0.272,0.409,çözünür,1.68,1.48,1.45,1.48,1.52
16426,solucky,0.573,0.529,0.615,çok şanslı,,,,,
16427,solution,0.79,0.339,0.664,çözüm,2.6,1.27,1.27,1.31,1.25
16428,solve,0.656,0.53,0.688,çözmek,2.52,1.28,1.28,1.33,1.25
16429,solvency,0.604,0.296,0.605,ödeme gücü,1.64,1.64,1.64,1.66,1.66
16430,solvent,0.635,0.316,0.573,çözücü,1.71,1.43,1.37,1.43,1.45
16431,somad,0.429,0.49,0.463,çok çılgın,,,,,
16432,somatic,0.438,0.406,0.444,somatik,1.69,1.53,1.47,1.55,1.53
16433,somber,0.184,0.5,0.38,kasvetli,1.55,1.85,1.88,1.93,1.77
16434,some anticipation,0.423,0.482,0.472,biraz beklenti,,,,,
16435,some disgust,0.094,0.657,0.321,biraz iğrenme,,,,,
16436,some surprise,0.827,0.849,0.5,biraz sürpriz,,,,,
16437,some trust,0.594,0.451,0.547,biraz güven,,,,,
16438,somersault,0.214,0.769,0.519,takla,2.73,1.37,1.35,1.46,1.3
16439,somethingigetalot,0.573,0.567,0.509,bir şey çok,,,,,
16440,somewhat negative,0.208,0.48,0.15,biraz olumsuz,,,,,
16441,somewhat positive,0.92,0.51,0.667,biraz olumlu,,,,,
16442,somuchtodo,0.51,0.598,0.441,somuchodo,,,,,
16443,son,0.792,0.365,0.528,oğul,3.03,1.21,1.22,1.27,1.15
16444,sonar,0.541,0.48,0.414,sonar,1.73,1.41,1.35,1.41,1.44
16445,sonata,0.643,0.406,0.425,sonat,1.84,1.37,1.32,1.39,1.38
16446,sonervous,0.344,0.655,0.373,sesli,,,,,
16447,song,0.854,0.413,0.5,şarkı,3.38,1.18,1.22,1.27,1.1
16448,songwriter,0.844,0.558,0.713,söz yazarı,2.77,1.29,1.28,1.34,1.25
16449,sonic,0.594,0.5,0.481,sonik,2.18,1.59,1.49,1.79,1.42
16450,sonice,0.5,0.356,0.421,çok hoş,,,,,
16451,sonnet,0.718,0.294,0.404,sone,2.56,1.29,1.29,1.33,1.27
16452,sonorous,0.646,0.58,0.442,sesli,2.33,1.39,1.35,1.45,1.35
16453,soot,0.375,0.328,0.292,kurum,1.57,1.61,1.61,1.6,1.68
16454,soothe,0.817,0.194,0.412,yatıştırmak,3.73,1.16,1.22,1.25,1.09
16455,soothing,0.625,0.179,0.519,yatıştırıcı,3.58,1.2,1.25,1.28,1.14
16456,sophisticated,0.865,0.481,0.845,komplike,2.86,1.3,1.29,1.36,1.25
16457,sophistication,0.792,0.472,0.704,gelişmişlik,2.92,1.29,1.28,1.36,1.24
16458,sophomore,0.653,0.415,0.427,ikinci sınıf,1.86,1.4,1.34,1.42,1.4
16459,sopissed,0.276,0.577,0.433,sarhoş,,,,,
16460,soppy,0.51,0.355,0.297,pis,1.59,1.67,1.66,1.65,1.72
16461,soprano,0.552,0.55,0.685,soprano,2.04,1.39,1.34,1.42,1.38
16462,sorcerer,0.377,0.633,0.632,büyücü,1.8,1.7,1.58,1.84,1.56
16463,sorcery,0.279,0.74,0.64,büyücülük,1.77,1.74,1.6,1.91,1.57
16464,sordid,0.219,0.555,0.447,iğrenç,1.29,2.23,2.16,2.17,2.31
16465,sore,0.094,0.65,0.224,yara,1.21,2.22,2.04,1.96,2.6
16466,soready,0.622,0.5,0.545,çok hazır,,,,,
16467,sorely,0.284,0.727,0.37,şiddetle,1.56,1.7,1.65,1.63,1.81
16468,soreness,0.113,0.843,0.302,ağrı,1.31,2.23,2.13,2.13,2.34
16469,sorghum,0.469,0.358,0.42,sorgum,1.84,1.38,1.32,1.39,1.39
16470,sorority,0.635,0.637,0.627,kız öğrenci yurdu,1.78,1.59,1.5,1.69,1.5
16471,sorrow,0.052,0.235,0.164,üzüntü,1.29,2.31,2.49,2.4,2.15
16472,sorrowful,0.049,0.422,0.163,kederli,1.32,2.29,2.32,2.33,2.2
16473,sorry,0.406,0.362,0.212,Üzgünüm,1.37,2.08,2.16,2.04,2.17
16474,sort,0.673,0.389,0.674,çeşit,2.01,1.35,1.31,1.37,1.34
16475,sorter,0.594,0.412,0.823,sıralayıcı,1.79,1.35,1.29,1.36,1.37
16476,sortie,0.49,0.45,0.311,sorti,1.68,1.55,1.47,1.56,1.56
16477,sorting,0.469,0.4,0.642,sıralama,1.75,1.4,1.35,1.41,1.42
16478,sos,0.354,0.675,0.386,s.o.s,1.75,1.41,1.36,1.42,1.44
16479,soscared,0.229,0.652,0.319,çok korkmuş,,,,,
16480,soscary,0.301,0.66,0.414,çok korkutucu,,,,,
16481,soslow,0.347,0.312,0.284,çok yavaş,,,,,
16482,sostressed,0.435,0.481,0.578,sostressed,,,,,
16483,sosweet,0.755,0.354,0.417,Çok tatlı,,,,,
16484,sothankful,0.729,0.526,0.418,çok minnettar,,,,,
16485,sou,0.48,0.39,0.412,sou,1.85,1.37,1.32,1.38,1.39
16486,soul,0.77,0.22,0.51,ruh,2.94,1.29,1.28,1.36,1.24
16487,soulful,0.755,0.331,0.5,duygulu,3.18,1.27,1.28,1.35,1.21
16488,soulless,0.125,0.591,0.4,ruhsuz,1.14,2.43,2.31,2.19,2.72
16489,soulmate,0.89,0.5,0.628,ruh eşi,4.08,1.19,1.26,1.31,1.09
16490,sound,0.765,0.623,0.398,ses,3.03,1.29,1.29,1.36,1.23
16491,sounding,0.69,0.5,0.558,sondaj,1.96,1.97,1.87,2.0,1.9
16492,soundness,0.78,0.377,0.893,sağlamlık,2.05,1.38,1.34,1.41,1.38
16493,soundproof,0.49,0.39,0.409,ses geçirmez,1.92,1.39,1.34,1.4,1.39
16494,soundtrack,0.63,0.559,0.518,film müziği,2.94,1.28,1.28,1.35,1.23
16495,soup,0.602,0.245,0.269,çorba,2.38,1.3,1.28,1.33,1.29
16496,sour,0.276,0.594,0.373,Ekşi,1.59,1.65,1.49,1.49,1.9
16497,source,0.74,0.318,0.684,kaynak,2.3,1.32,1.29,1.35,1.3
16498,sourpuss,0.188,0.62,0.382,ekşi kedi,1.26,2.23,1.93,1.87,2.67
16499,south,0.562,0.265,0.429,güney,2.43,1.28,1.27,1.32,1.25
16500,southbound,0.51,0.37,0.395,güneye giden,1.75,1.43,1.38,1.44,1.44
16501,southeast,0.51,0.283,0.413,güneydoğu,2.14,1.34,1.31,1.36,1.32
16502,southern,0.552,0.269,0.37,güney,2.28,1.32,1.29,1.34,1.3
16503,southpaw,0.542,0.389,0.404,güney pençesi,1.73,1.46,1.4,1.47,1.46
16504,southwest,0.406,0.314,0.355,güneybatı,2.32,1.32,1.3,1.35,1.3
16505,souvenir,0.844,0.311,0.466,hatıra,3.02,1.25,1.26,1.31,1.22
16506,sovereign,0.698,0.5,0.885,egemen,1.85,1.4,1.35,1.42,1.4
16507,sovereignty,0.719,0.529,0.886,egemenlik,1.91,1.43,1.36,1.46,1.41
16508,soviet,0.347,0.58,0.536,sovyet,1.59,1.67,1.61,1.67,1.68
16509,sow,0.667,0.43,0.446,ekmek,1.7,1.42,1.36,1.42,1.45
16510,soy,0.438,0.25,0.286,soya,1.86,1.38,1.33,1.4,1.39
16511,soy sauce,0.573,0.382,0.318,soya sosu,,,,,
16512,soybean,0.521,0.25,0.293,soya fasulyesi,1.78,1.4,1.35,1.41,1.42
16513,spa,0.622,0.151,0.386,spa,3.93,1.12,1.18,1.22,1.04
16514,space,0.8,0.317,0.573,Uzay,2.19,1.33,1.3,1.36,1.32
16515,spacecraft,0.646,0.698,0.68,uzay aracı,2.35,1.5,1.42,1.63,1.37
16516,spaceman,0.688,0.577,0.848,uzay adamı,2.74,1.34,1.31,1.42,1.27
16517,spaceship,0.643,0.781,0.664,uzay gemisi,2.55,1.42,1.36,1.54,1.31
16518,spacing,0.621,0.425,0.507,boşluk,1.74,1.4,1.35,1.41,1.43
16519,spacious,0.88,0.365,0.557,ferah,3.1,1.23,1.24,1.29,1.18
16520,spade,0.469,0.667,0.529,maça,1.77,1.38,1.32,1.38,1.41
16521,spaghetti,0.729,0.353,0.288,Spagetti,3.14,1.24,1.26,1.31,1.2
16522,spam,0.188,0.354,0.304,istenmeyen e-posta,1.19,2.32,2.3,2.25,2.41
16523,spammers,0.354,0.5,0.418,spam gönderenler,1.29,2.29,2.23,2.27,2.3
16524,span,0.521,0.33,0.528,açıklık,1.84,1.38,1.34,1.4,1.38
16525,spandex,0.429,0.52,0.429,spandeks,1.83,1.49,1.41,1.5,1.48
16526,spaniel,0.561,0.435,0.385,İspanyol,2.03,1.37,1.33,1.4,1.36
16527,spank,0.112,0.882,0.642,şaplak atmak,1.33,2.65,2.35,2.97,2.21
16528,spanking,0.194,0.736,0.392,şaplak,1.91,1.7,1.55,1.86,1.54
16529,spar,0.417,0.438,0.536,spar,1.75,1.45,1.37,1.44,1.49
16530,spare,0.552,0.398,0.411,kıyamamak,2.07,1.35,1.31,1.37,1.35
16531,spareribs,0.635,0.431,0.395,kaburgalar,2.55,1.3,1.29,1.34,1.29
16532,sparingly,0.51,0.353,0.518,idareli,1.91,1.36,1.31,1.37,1.36
16533,spark,0.688,0.745,0.529,kıvılcım,2.24,1.58,1.46,1.78,1.41
16534,sparkle,0.819,0.765,0.51,ışıltı,3.48,1.24,1.25,1.34,1.15
16535,sparkling,0.7,0.418,0.598,köpüklü,3.18,1.26,1.27,1.34,1.2
16536,sparkly,0.885,0.59,0.726,ışıltılı,3.1,1.28,1.28,1.36,1.22
16537,sparring,0.292,0.87,0.704,fikir tartışması,1.82,1.75,1.59,1.85,1.63
16538,sparrow,0.583,0.46,0.327,serçe,2.92,1.24,1.26,1.28,1.21
16539,sparse,0.24,0.367,0.209,seyrek,1.57,1.62,1.61,1.6,1.67
16540,spasm,0.194,0.594,0.366,spazm,1.35,2.29,2.18,2.45,2.1
16541,spastic,0.24,0.541,0.491,spastik,1.45,1.99,2.02,2.08,1.9
16542,spat,0.427,0.413,0.309,tükürmek,1.2,2.39,1.99,2.09,2.75
16543,spatial,0.604,0.625,0.645,uzaysal,1.89,1.37,1.32,1.38,1.37
16544,spatter,0.292,0.63,0.315,sıçramak,1.61,1.73,1.64,1.77,1.69
16545,spatula,0.302,0.198,0.369,spatula,1.75,1.39,1.34,1.4,1.42
16546,spawn,0.542,0.586,0.709,yumurtlamak,1.77,1.47,1.4,1.51,1.46
16547,spaz,0.443,0.5,0.268,spazm,1.51,1.94,1.94,2.09,1.79
16548,speak,0.765,0.472,0.5,konuşmak,2.84,1.26,1.26,1.3,1.23
16549,speakeasy,0.68,0.536,0.442,gevezelik,1.93,1.54,1.44,1.62,1.47
16550,speaker,0.604,0.66,0.723,konuşmacı,1.85,1.37,1.31,1.38,1.37
16551,speakerphone,0.531,0.569,0.56,hoparlör,1.83,1.4,1.34,1.41,1.41
16552,speaking,0.753,0.59,0.575,konuşuyorum,2.37,1.33,1.3,1.36,1.31
16553,spear,0.51,0.601,0.5,mızrak,1.58,1.83,1.6,1.82,1.81
16554,spec,0.583,0.426,0.691,özellik,1.74,1.42,1.36,1.42,1.44
16555,special,0.844,0.602,0.73,özel,3.49,1.22,1.26,1.31,1.15
16556,specialist,0.76,0.562,0.877,uzman,2.15,1.35,1.32,1.38,1.35
16557,speciality,0.854,0.47,0.885,uzmanlık,2.32,1.34,1.31,1.37,1.32
16558,specialize,0.776,0.54,0.861,uzmanlaşmak,2.79,1.29,1.29,1.35,1.25
16559,specially,0.847,0.398,0.714,özellikle,2.74,1.29,1.28,1.33,1.26
16560,specialty,0.724,0.479,0.783,uzmanlık,2.13,1.34,1.31,1.36,1.33
16561,specie,0.583,0.471,0.65,madeni para,2.09,1.4,1.36,1.44,1.37
16562,species,0.561,0.33,0.645,Türler,2.21,1.36,1.34,1.41,1.34
16563,specific,0.656,0.388,0.691,özel,2.09,1.34,1.3,1.36,1.33
16564,specification,0.552,0.479,0.602,Şartname,1.98,1.36,1.32,1.38,1.36
16565,specify,0.656,0.405,0.6,belirtmek,1.85,1.37,1.32,1.38,1.38
16566,specimen,0.531,0.444,0.568,örnek,1.87,1.41,1.35,1.45,1.39
16567,speck,0.418,0.245,0.343,Zerre,1.69,1.47,1.44,1.47,1.5
16568,speckled,0.449,0.263,0.254,benekli,2.33,1.36,1.32,1.41,1.33
16569,specs,0.54,0.398,0.618,özellikler,1.8,1.41,1.35,1.42,1.42
16570,spectacle,0.812,0.745,0.762,gösteri,2.47,1.49,1.41,1.62,1.37
16571,spectacles,0.816,0.775,0.648,gözlük,2.21,1.37,1.34,1.41,1.36
16572,spectacular,0.947,0.74,0.887,muhteşem,3.43,1.29,1.3,1.39,1.2
16573,spectator,0.694,0.56,0.667,seyirci,2.1,1.39,1.34,1.43,1.36
16574,specter,0.265,0.723,0.54,hayalet,1.4,2.16,2.08,2.25,2.05
16575,spectral,0.43,0.667,0.5,spektral,1.95,1.45,1.39,1.5,1.42
16576,spectrometer,0.5,0.452,0.49,spektrometre,1.92,1.37,1.32,1.39,1.37
16577,spectrophotometer,0.5,0.484,0.5,spektrofotometre,1.96,1.36,1.32,1.38,1.37
16578,spectroscopy,0.47,0.541,0.57,spektroskopi,2.05,1.36,1.32,1.38,1.36
16579,spectrum,0.312,0.7,0.527,spektrum,2.91,1.27,1.29,1.33,1.24
16580,speculate,0.398,0.602,0.553,spekülasyon yapmak,2.02,1.57,1.49,1.66,1.48
16581,speculation,0.325,0.683,0.394,spekülasyon,1.75,1.79,1.64,1.88,1.67
16582,speculative,0.276,0.591,0.464,spekülatif,1.81,1.78,1.67,1.96,1.58
16583,speculum,0.417,0.469,0.433,spekulum,1.63,1.63,1.49,1.56,1.75
16584,speech,0.656,0.47,0.688,konuşma,2.42,1.45,1.46,1.5,1.42
16585,speechless,0.459,0.32,0.315,Konuşmayan,1.85,1.56,1.54,1.66,1.49
16586,speed,0.719,0.849,0.658,hız,2.8,1.36,1.33,1.46,1.28
16587,speedboat,0.635,0.858,0.612,sürat teknesi,2.91,1.38,1.36,1.49,1.29
16588,speedily,0.688,0.74,0.665,hızla,2.39,1.32,1.3,1.35,1.3
16589,speeding,0.438,0.908,0.645,hız yapmak,1.56,2.05,1.85,2.08,1.97
16590,speedometer,0.427,0.549,0.579,hız göstergesi,1.85,1.41,1.36,1.43,1.42
16591,speedway,0.667,0.519,0.416,hız yolu,2.67,1.35,1.33,1.42,1.3
16592,speedy,0.625,0.625,0.793,hızlı,2.61,1.33,1.32,1.39,1.29
16593,spell,0.385,0.38,0.368,harf harf kodlamak,2.69,1.33,1.33,1.36,1.31
16594,spellbound,0.531,0.647,0.387,büyülenmiş,3.15,1.32,1.32,1.43,1.23
16595,spelling,0.594,0.357,0.398,yazım,1.88,1.39,1.33,1.38,1.43
16596,spencer,0.51,0.394,0.367,spencer,1.84,1.41,1.36,1.43,1.41
16597,spend,0.672,0.745,0.429,harcamak,3.2,1.24,1.25,1.32,1.19
16598,spender,0.312,0.692,0.377,müsrif,1.79,1.54,1.43,1.58,1.51
16599,spending,0.333,0.556,0.33,harcama,2.63,1.35,1.34,1.41,1.32
16600,spent,0.296,0.296,0.263,harcanan,2.08,1.37,1.33,1.4,1.36
16601,sperm,0.396,0.706,0.453,sperm,1.88,1.56,1.47,1.65,1.48
16602,spew,0.26,0.651,0.573,kusmak,1.31,2.18,1.83,1.94,2.46
16603,sphere,0.633,0.277,0.5,küre,1.86,1.36,1.31,1.38,1.36
16604,spherical,0.55,0.308,0.5,küresel,2.23,1.34,1.31,1.37,1.33
16605,sphincter,0.347,0.633,0.375,sfinkter,1.6,1.74,1.59,1.71,1.76
16606,sphinx,0.604,0.324,0.49,sfenks,2.21,1.37,1.33,1.41,1.35
16607,spic,0.302,0.455,0.451,baharat,1.21,2.35,2.14,2.09,2.65
16608,spice,0.594,0.439,0.384,baharat,2.91,1.29,1.29,1.36,1.24
16609,spicy,0.44,0.733,0.61,baharatlı,2.13,1.54,1.45,1.66,1.44
16610,spider,0.229,0.569,0.43,örümcek,1.48,2.03,1.91,2.2,1.83
16611,spiders,0.26,0.696,0.368,örümcekler,1.4,2.24,2.19,2.45,1.98
16612,spiffy,0.615,0.582,0.47,cıvıl cıvıl,2.86,1.29,1.28,1.35,1.25
16613,spigot,0.38,0.346,0.423,tıkaç,1.76,1.4,1.34,1.41,1.42
16614,spike,0.382,0.51,0.408,başak,1.74,1.74,1.63,1.87,1.62
16615,spiked,0.281,0.613,0.407,çivili,1.8,1.59,1.47,1.61,1.58
16616,spiky,0.284,0.657,0.587,dikenli,1.62,1.83,1.7,1.97,1.69
16617,spill,0.408,0.633,0.456,dökülmek,1.43,1.98,1.74,1.85,2.13
16618,spillin,0.375,0.5,0.362,dökülen,1.7,1.63,1.48,1.6,1.67
16619,spin,0.551,0.422,0.345,döndürmek,1.92,1.38,1.33,1.4,1.38
16620,spinach,0.583,0.2,0.368,ıspanak,2.44,1.3,1.29,1.33,1.29
16621,spinal,0.312,0.491,0.296,omurga,1.35,2.02,2.0,1.98,2.1
16622,spindle,0.552,0.41,0.36,mil,1.82,1.38,1.33,1.39,1.39
16623,spine,0.495,0.461,0.6,omurga,1.78,1.42,1.38,1.43,1.43
16624,spineless,0.344,0.387,0.321,omurgasız,1.24,2.3,2.36,2.22,2.39
16625,spinner,0.458,0.593,0.471,döndürücü,1.81,1.44,1.37,1.47,1.43
16626,spinning,0.594,0.61,0.481,eğirme,1.94,1.43,1.37,1.47,1.41
16627,spinster,0.357,0.368,0.345,kız kurusu,1.57,1.68,1.64,1.67,1.7
16628,spiny,0.167,0.639,0.528,dikenli,1.63,1.65,1.63,1.71,1.62
16629,spiral,0.49,0.624,0.361,sarmal,2.62,1.35,1.34,1.42,1.31
16630,spire,0.354,0.358,0.389,sivri,1.82,1.39,1.34,1.41,1.4
16631,spirit,0.786,0.37,0.621,ruh,3.01,1.3,1.29,1.39,1.24
16632,spirited,0.854,0.587,0.734,ruhlu,2.95,1.43,1.37,1.58,1.29
16633,spirits,0.583,0.847,0.545,ruhlar,2.41,1.4,1.35,1.47,1.34
16634,spiritual,0.938,0.327,0.564,manevi,2.9,1.29,1.28,1.36,1.24
16635,spirituality,0.865,0.281,0.667,maneviyat,3.09,1.27,1.27,1.35,1.22
16636,spit,0.149,0.545,0.436,tükürmek,1.29,2.23,1.82,1.9,2.6
16637,spite,0.08,0.6,0.317,inat,1.63,1.62,1.52,1.53,1.75
16638,spiteful,0.073,0.71,0.33,kindar,1.22,2.38,2.07,2.1,2.71
16639,spitfire,0.233,0.623,0.566,tükürük ateşi,1.72,1.98,1.76,2.15,1.76
